time,A,B,C
2026-02-01 00:00:00,-0.7077297451616498,0.5389925538414647,0.7253465661715961
2026-02-01 00:05:00,-1.0728462362479894,0.669201958622638,-0.8893038900708157
2026-02-01 00:10:00,0.03710755238962821,-0.9182679162930015,2.003995175793454
2026-02-01 00:15:00,0.06283422546605717,-2.270319579388375,-1.677033619200686
2026-02-01 00:20:00,-0.057102527125591516,0.8837444752341823,1.9366312232121523
2026-02-01 00:25:00,-0.7795393739341425,0.5531251745192951,-0.3092368192422812
2026-02-01 00:30:00,0.33626596619411286,0.3639722254684971,0.7149242242732878
2026-02-01 00:35:00,0.13725272799247815,-0.07782254652836329,-2.062146054214049
2026-02-01 00:40:00,0.2487935778042621,0.7348063551249597,0.9274578383948986
2026-02-01 00:45:00,0.6732346031049218,0.2283260161951475,-0.6046640927903881
2026-02-01 00:50:00,0.11614081425906164,-0.7902292450421502,-0.48819422289822323
2026-02-01 00:55:00,0.2783600708011101,-1.2294873183857615,-0.2435756546854728
2026-02-01 01:00:00,-1.3872715892462815,-1.6726039484626343,-0.5600969064747
2026-02-01 01:05:00,0.18164494553099142,-1.962483535192882,0.7928873606362138
2026-02-01 01:10:00,-0.13844963977829688,-0.28347722064479824,1.1652298987989613
2026-02-01 01:15:00,-1.006843851192153,0.24364723341568537,0.3955782487272709
2026-02-01 01:20:00,-0.15709974361673143,-0.4086711206992924,0.622287519552277
2026-02-01 01:25:00,-1.0517293015841533,-0.44521835112266783,-1.0988163517794887
2026-02-01 01:30:00,1.7881507558796432,-0.698694769165269,-0.5683164538917103
2026-02-01 01:35:00,-0.6830031442669221,0.6056683958344874,-0.6936311289386381
2026-02-01 01:40:00,-0.11996246268503503,-1.054753788283502,-0.20011230153448312
2026-02-01 01:45:00,1.2098189279078202,-0.5029914143408345,-1.2888386299974735
2026-02-01 01:50:00,-0.34242204638922485,-1.7423650710833163,-2.6548789805465076
2026-02-01 01:55:00,1.6992215079642938,-0.664498486054312,0.9243669176223013
2026-02-01 02:00:00,-0.31239261933137885,1.7086902642981334,0.10142731308751972
2026-02-01 02:05:00,-1.8029978637758552,0.08389373445138901,0.48604337154061217
2026-02-01 02:10:00,-1.2867399889885287,0.2702544394635015,-1.2588960638631432
2026-02-01 02:15:00,-1.3952861868859878,-0.03817663744689964,1.1836741497685788
2026-02-01 02:20:00,2.1333191007205565,-0.18500408549125108,1.6732011577037444
2026-02-01 02:25:00,-1.6595312076319484,0.10844458368330005,0.42808972460654154
2026-02-01 02:30:00,-1.4409198915692893,0.9949071850054786,0.6456040657131463
2026-02-01 02:35:00,2.153905174544604,-0.10548680473085438,0.3016499751774965
2026-02-01 02:40:00,1.3263242163719589,2.476023501662453,-1.5415277416630924
2026-02-01 02:45:00,-0.193921103323412,0.8746486510585127,-0.7603427649511603
2026-02-01 02:50:00,-2.7315351642662984,1.3743270500985572,0.9242043572749356
2026-02-01 02:55:00,-0.07927915306816179,-1.0639852591756125,-0.7332549004891828
2026-02-01 03:00:00,-1.657862429869086,-0.542025535874496,-1.315375758587433
2026-02-01 03:05:00,-0.14202180521307198,-0.0015712842614329966,-0.8697567166340342
2026-02-01 03:10:00,-1.1692587643455172,-0.6538570073060026,0.9213560451159118
2026-02-01 03:15:00,-0.2241003110501202,0.9611321112071226,0.7553492884628081
2026-02-01 03:20:00,0.12430377329212881,0.13233533471049858,0.24185075018264973
2026-02-01 03:25:00,0.7060792331304331,-0.39097453293959145,-0.15557424419701055
2026-02-01 03:30:00,1.0138278401956353,1.0521466389252587,0.44114621334007936
2026-02-01 03:35:00,-0.8460873642906469,-0.619876597572349,-0.5002637106410256
2026-02-01 03:40:00,0.7953956632304632,1.4161410177096612,-1.3071952114279732
2026-02-01 03:45:00,0.6608693688821653,-0.30393096933102287,0.8498364304217675
2026-02-01 03:50:00,0.41523432774024094,0.009311526242727306,0.6589402287311084
2026-02-01 03:55:00,-1.3005558638257098,-0.2620170283435973,0.8886589359460467
2026-02-01 04:00:00,-1.025519625704126,-0.5380202489319943,-0.08900799882710216
2026-02-01 04:05:00,0.2391225559040183,1.1556195693370632,1.4613927792585855
2026-02-01 04:10:00,-0.7390513081205919,0.9764240385286587,-0.46978969157947104
2026-02-01 04:15:00,-0.19628535687509407,-0.17066938151627653,-1.9453579347937215
2026-02-01 04:20:00,0.025419853739115914,0.07824665054275674,1.071649152113707
2026-02-01 04:25:00,0.19067599419990613,0.8205430941660896,0.9808057578360369
2026-02-01 04:30:00,1.1841931025427235,0.06594514261563031,-0.1914439251141682
2026-02-01 04:35:00,0.8244265903186284,0.03262360543265061,-0.8595237460364765
2026-02-01 04:40:00,-0.3809323446711923,-1.188647143831419,0.6662607981296528
