time,A__lag_000min,B__lag_000min,C__lag_000min,A__lag_005min,B__lag_005min,C__lag_005min
2026-02-01 07:30:00,0.10456010981975701,-0.023494226663574258,-0.14071972664751245,0.03287007253620522,0.1776081663231146,-0.48543441533652776
2026-02-01 07:35:00,-0.39493055254312937,-0.4641541333526029,0.09046110532725916,0.10456010981975701,-0.023494226663574258,-0.14071972664751245
2026-02-01 07:40:00,-0.2906810066404251,-0.41120497788230803,0.38927129017028583,-0.39493055254312937,-0.4641541333526029,0.09046110532725916
2026-02-01 07:45:00,0.2608846561999274,-0.5395070551985264,0.5637358006728503,-0.2906810066404251,-0.41120497788230803,0.38927129017028583
2026-02-01 07:50:00,0.34794528190215945,-0.2524765490658051,0.09586104188805067,0.2608846561999274,-0.5395070551985264,0.5637358006728503
2026-02-01 07:55:00,0.5489428834914694,-0.02851915319366022,0.022447317408696946,0.34794528190215945,-0.2524765490658051,0.09586104188805067
2026-02-01 08:00:00,0.8449312996504019,0.5336485472166436,-0.29215424640976423,0.5489428834914694,-0.02851915319366022,0.022447317408696946
2026-02-01 08:05:00,0.06468247117892323,0.08805429487449246,-0.42528892012868874,0.8449312996504019,0.5336485472166436,-0.29215424640976423
2026-02-01 08:10:00,-0.006287789165084261,0.36043344372573644,-0.026873411179773987,0.06468247117892323,0.08805429487449246,-0.42528892012868874
2026-02-01 08:15:00,-0.07567351661485877,0.531867578517403,-0.34038289142500244,-0.006287789165084261,0.36043344372573644,-0.026873411179773987
2026-02-01 08:20:00,0.20591232819613797,0.5951705426413745,-0.5927274646958866,-0.07567351661485877,0.531867578517403,-0.34038289142500244
2026-02-01 08:25:00,0.4948946735857671,0.7673210704176405,-0.1686025542587888,0.20591232819613797,0.5951705426413745,-0.5927274646958866
2026-02-01 08:30:00,0.16336926206678032,0.5271786333827952,0.2948691106205501,0.4948946735857671,0.7673210704176405,-0.1686025542587888
2026-02-01 08:45:00,0.9088472590308831,-0.7168831079188978,1.0564942084646465,1.268948995741293,-0.6740526395804874,0.9827108628040472
2026-02-01 08:50:00,0.11208818132518561,-0.21325252173421932,0.33431271626583786,0.9088472590308831,-0.7168831079188978,1.0564942084646465
2026-02-01 08:55:00,0.2235288917473391,-0.12642140753478032,0.15151941467917987,0.11208818132518561,-0.21325252173421932,0.33431271626583786
2026-02-01 09:00:00,0.15946348975615476,0.08944434199303167,-0.010359993786997923,0.2235288917473391,-0.12642140753478032,0.15151941467917987
2026-02-01 09:05:00,-0.5288510485867104,-0.0028046038941395915,-0.36664322001429744,0.15946348975615476,0.08944434199303167,-0.010359993786997923
2026-02-01 09:10:00,-0.3223447888376926,-0.48429115264208245,0.2506304652675413,-0.5288510485867104,-0.0028046038941395915,-0.36664322001429744
2026-02-01 09:15:00,-0.31849597942977637,-0.1269944339055388,-0.3829134870501084,-0.3223447888376926,-0.48429115264208245,0.2506304652675413
2026-02-01 09:20:00,-0.2772300957696471,0.17126841471395074,-0.030291456462243876,-0.31849597942977637,-0.1269944339055388,-0.3829134870501084
2026-02-01 09:25:00,0.012122267110504875,-0.5322255655218544,-0.2178471236752811,-0.2772300957696471,0.17126841471395074,-0.030291456462243876
2026-02-01 09:30:00,0.2864099867833143,0.1985227953168931,-0.16198069844262514,0.012122267110504875,-0.5322255655218544,-0.2178471236752811
2026-02-01 09:35:00,0.021750895046523472,0.48141927582742444,0.3360616040469441,0.2864099867833143,0.1985227953168931,-0.16198069844262514
2026-02-01 09:40:00,-0.0840967180269586,-0.2003276421333059,0.4270628779955259,0.021750895046523472,0.48141927582742444,0.3360616040469441
2026-02-01 09:45:00,-0.3813801398403318,-0.04755288584587532,-0.09952937505132797,-0.0840967180269586,-0.2003276421333059,0.4270628779955259
2026-02-01 09:50:00,-1.1513778259052074,-0.2874261030365584,-0.042239022029715134,-0.3813801398403318,-0.04755288584587532,-0.09952937505132797
2026-02-01 09:55:00,-0.5119767405612626,-0.5378939694297407,-0.8437960755299816,-1.1513778259052074,-0.2874261030365584,-0.042239022029715134
2026-02-01 10:00:00,-0.7274605106248269,-0.15449463897359214,-0.8736720495938226,-0.5119767405612626,-0.5378939694297407,-0.8437960755299816
